objet,acheteur_nom,titulaire_nom,montant_rationalise,montant_anomalie,dateNotification
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,135000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),GETINGE FRANCE,1800000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),JOHNSON & JOHNSON MEDICAL SAS,570000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),JOHNSON & JOHNSON MEDICAL SAS,270000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,2097000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),GETINGE FRANCE,19800.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,2430000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,720000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,2160000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,2910000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,3789000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,2700000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,1140000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,5130000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,675000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,324000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,4710000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,990000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,1050000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,2520000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,1215000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,720000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,279000.0,,2022-07-22
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,1179000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,540000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,5400000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,2790000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,10500000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,1260000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,10800000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,2250000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,117000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,2520000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,912000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,4710000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,216000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,3300000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,12600000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BIOTRONIK FRANCE,1773000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,360000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,1470000.0,,2022-07-21
"GHT - Fourniture de dispositifs médicaux implantables - AO Cardio - ICA22<br />Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation, Rythmologie",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,5430000.0,,2022-07-21
FOURNITURE DE DISPOSITIFS MEDICAUX STERILES DE CHIRURGIE 2021 - Prothèse d’enveloppement résorbable,CENTRE HOSPITALIER REGIONAL (CHR HOPITAL CIMIEZ),JOHNSON & JOHNSON MEDICAL SAS,8557.3,,2022-07-19
"FOURNITURE DE DISPOSITIFS MEDICAUX STERILES A VISEE VASCULAIRE INTERVENTIONNELLE - Cathéter d’angioplastie périphérique 0.014"" monorail",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,8280.0,,2022-07-19
AOO relatif à la fourniture de dispositifs médicaux stériles pour la chirurgie vasculaire dans le cadre du Groupement Hospitalier de Territoire (GHT) Nord Franche-Comté - PROTHESE VASCULAIRE AXILLOBIFEMORALE ARMEE EN POLYESTER,HOPITAL NORD FRANCHE COMTE,GETINGE FRANCE,10871.36,,2022-07-12
AOO relatif à la fourniture de dispositifs médicaux stériles pour la chirurgie vasculaire dans le cadre du Groupement Hospitalier de Territoire (GHT) Nord Franche-Comté - ENDOPROTHESE VASCULAIRE PERIPHERIQUE COUVERTE,HOPITAL NORD FRANCHE COMTE,GETINGE FRANCE,209288.0,,2022-07-12
AOO relatif à la fourniture de dispositifs médicaux stériles pour la chirurgie vasculaire dans le cadre du Groupement Hospitalier de Territoire (GHT) Nord Franche-Comté - ENDOPROTHESE AORTE ABDOMINALE UNI-ILIAQUE AANCRAGE SUPRARENAL,HOPITAL NORD FRANCHE COMTE,MEDTRONIC FRANCE,48714.84,,2022-07-12
Lot 35 - Prothèse vasculaire hybride polyester et PTFE - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et de radiologie interventionnelle 2022/2024,CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),GETINGE FRANCE,66330.59,,2022-07-04
Lot 40 - Cathéter d’angioplastie périphérique 0.018 - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et de radiologie interventionnelle 2022/2024,CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BIOTRONIK FRANCE,3600.19,,2022-07-04
Lot 15 - Stent carotidien autoexpandable - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et de radiologie interventionnelle 2022/2024,CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),ABBOTT MEDICAL FRANCE SAS,5360.19,,2022-07-04
LOT 11 - DM Cardio Interventionnelle-Catheter à Ballonnet pour gros vaisseaux,CENTRE HOSPITALIER DE PAU,BOSTON SCIENTIFIC,6000.0,,2022-07-01
LOT 15 - DM Cardio Interventionnelle-Cathéter dénervation rénale,CENTRE HOSPITALIER DE PAU,MEDTRONIC FRANCE,80000.0,,2022-07-01
LOT 9 - DM Cardio Interventionnelle-Cathéter à ballonnet pour dilatation périphérique,CENTRE HOSPITALIER DE PAU,BIOTRONIK FRANCE,30800.0,,2022-07-01
LOT 6 - DM Cardio Interventionnelle-Cathéter à ballonnet pour dilatation coronaire,CENTRE HOSPITALIER DE PAU,BOSTON SCIENTIFIC,76800.0,,2022-07-01
LOT 14 - DM Cardio Interventionnelle-Catheter guide d’extension,CENTRE HOSPITALIER DE PAU,MEDTRONIC FRANCE,10400.0,,2022-07-01
DM Cardio Interventionnelle-Stent vasculaire autoexpansible,CENTRE HOSPITALIER DE PAU,BOSTON SCIENTIFIC,12322.0,,2022-07-01
Prothèse synthétique pour incontinence urinaire masculine - Fourniture de dispositifs médicaux d’urologie et de gynécologie 2022/2024 - Groupement d’Achat de Produits de Santé Centre Alsace,CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,6800.0,,2022-06-30
PA ACQUI MAINT EXTERNAL PACEMAKER (MEDTRONIC),CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE (HOTEL DIEU SAINT JACQUES),MEDTRONIC FRANCE,40000.0,,2022-06-29
PA ACQUI MAINT EXTERNAL PACEMAKER (MEDTRONIC),CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE (HOTEL DIEU SAINT JACQUES),MEDTRONIC FRANCE,40000.0,,2022-06-29
LOT 18 - DM Imagerie Médicale-Microcatheter d’aspiration,CENTRE HOSPITALIER DE PAU,STRYKER FRANCE SA,19000.0,,2022-06-28
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDES ATRIALES & VENTRICULAIRES A FIXATION ACTIVE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,435718.0,,2022-06-14
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - MONITEUR ECG IMPLANTABLE AVEC POSSSIBILITE DE TELESURVEILLANCE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,224924.0,,2022-06-14
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - INTRODUCTEUR A GAINE PELABLE POUR MISE EN PLACE DE SONDES DE STIMULATION,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,21804.0,,2022-06-14
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR SIMPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,364846.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR SIMPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,607693.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE DE DEFIBRILLATION",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,156967.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE DE DEFIBRILLATION",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,156966.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE DE DEFIBRILLATION",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,78484.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE POUR STIMULATION VENTRICULAIRE GAUCHE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,40768.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE POUR STIMULATION VENTRICULAIRE GAUCHE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BOSTON SCIENTIFIC,14825.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE POUR STIMULATION VENTRICULAIRE GAUCHE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,144540.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE POUR STIMULATION VENTRICULAIRE GAUCHE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,66711.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR TRIPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,1270438.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR TRIPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BOSTON SCIENTIFIC,428801.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR TRIPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,2249574.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR DOUBLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,381569.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR DOUBLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BOSTON SCIENTIFIC,148846.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR DOUBLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,38286.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR DOUBLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,191432.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR SIMPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BOSTON SCIENTIFIC,835338.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR SIMPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,497517.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDE DE DEFIBRILLATION",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BOSTON SCIENTIFIC,133422.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - DEFIBRILLATEUR TRIPLE CHAMBRE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,749858.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDES ATRIALES & VENTRICULAIRES A FIXATION ACTIVE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,147474.0,,2022-06-13
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - STIMULATEUR CARDIAQUE SANS SONDE AVEC SYSTEME DE POSE,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,238862.0,,2022-06-13
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - STIMULATEUR CARDIAQUE TRIPLE CHAMBRE (IS1 / IS4),CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,427678.0,,2022-06-13
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - STIMULATEUR CARDIAQUE TRIPLE CHAMBRE (IS1 / IS4),CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,400948.0,,2022-06-13
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - STIMULATEUR CARDIAQUE DOUBLE CHAMBRE (DDDR) – fréquence asservie avec fonctions de télécardiologie,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BIOTRONIK FRANCE,777675.0,,2022-06-13
"Fourniture de Dispositifs Médicaux Implantables
pour Stimulation & Défibrillation Cardiaque
 - SONDES ATRIALES & VENTRICULAIRES A FIXATION ACTIVE",CTRE HOSPITALIER UNIVERS PONTCHAILLOU,BOSTON SCIENTIFIC,127364.0,,2022-06-13
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - STIMULATEUR CARDIAQUE DOUBLE CHAMBRE (DDD),CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,46630.0,,2022-06-13
Fourniture de Dispositifs Médicaux Implantables - pour Stimulation & Défibrillation Cardiaque -  - STIMULATEUR CARDIAQUE DOUBLE CHAMBRE (DDDR) – fréquence asservie à l’activité,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,MEDTRONIC FRANCE,469242.0,,2022-06-13
